id,abilities,name,weight,ThumbnailAltText,weakness,number,height,collectibles_slug,featured,ThumbnailImage,threat_type,slug
754,Prankster,Tornadus,138.9,Tornadus,Electric Ice Rock,641,59,tornadus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/641.png,flying,tornadus
755,Volt Absorb,Thundurus,134.5,Thundurus,Rock Ice,642,118,thundurus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/642.png,electric flying,thundurus
756,Prankster,Thundurus,134.5,Thundurus,Ice Rock,642,59,thundurus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/642.png,electric flying,thundurus
757,Turboblaze,Reshiram,727.5,Reshiram,Ground Rock Dragon,643,126,reshiram,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/643.png,dragon fire,reshiram
758,Teravolt,Zekrom,760.6,Zekrom,Ice Ground Dragon Fairy,644,114,zekrom,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/644.png,dragon electric,zekrom
759,Intimidate,Landorus,149.9,Landorus,Water Ice,645,51,landorus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/645.png,ground flying,landorus
760,Sand Force,Landorus,149.9,Landorus,Ice Water,645,59,landorus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/645.png,ground flying,landorus
761,Teravolt,Kyurem,716.5,Kyurem,Fighting Rock Dragon Steel Fairy,646,130,kyurem,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/646.png,dragon ice,kyurem
762,Turboblaze,Kyurem,716.5,Kyurem,Fighting Rock Dragon Steel Fairy,646,142,kyurem,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/646.png,dragon ice,kyurem
763,Pressure,Kyurem,716.5,Kyurem,Fighting Rock Dragon Steel Fairy,646,118,kyurem,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/646.png,dragon ice,kyurem
764,Justified,Keldeo,106.9,Keldeo,Flying Grass Electric Fairy Psychic,647,55,keldeo,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/647.png,water fighting,keldeo
765,Justified,Keldeo,106.9,Keldeo,Flying Grass Electric Fairy Psychic,647,55,keldeo,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/647.png,water fighting,keldeo
766,Serene Grace,Meloetta,14.3,Meloetta,Psychic Flying Fairy Fighting,648,24,meloetta,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/648.png,normal fighting,meloetta
767,Serene Grace,Meloetta,14.3,Meloetta,Bug Dark,648,24,meloetta,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/648.png,normal psychic,meloetta
768,Download,Genesect,181.9,Genesect,Fire,649,59,genesect,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/649.png,bug steel,genesect
769,Overgrow,Chespin,19.8,Chespin,Fire Flying Poison Ice Bug,650,16,chespin,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/650.png,grass,chespin
770,Overgrow,Quilladin,63.9,Quilladin,Fire Flying Poison Ice Bug,651,28,quilladin,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/651.png,grass,quilladin
771,Overgrow,Chesnaught,198.4,Chesnaught,Fire Psychic Flying Poison Ice Fairy,652,63,chesnaught,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/652.png,grass fighting,chesnaught
772,Blaze,Fennekin,20.7,Fennekin,Water Rock Ground,653,16,fennekin,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/653.png,fire,fennekin
773,Blaze,Braixen,32,Braixen,Water Rock Ground,654,39,braixen,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/654.png,fire,braixen
774,Blaze,Delphox,86,Delphox,Ghost Dark Water Rock Ground,655,59,delphox,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/655.png,fire psychic,delphox
775,Torrent,Froakie,15.4,Froakie,Grass Electric,656,12,froakie,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/656.png,water,froakie
776,Torrent,Frogadier,24,Frogadier,Grass Electric,657,24,frogadier,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/657.png,water,frogadier
777,Battle Bond,Greninja,88.2,Greninja,Fairy Grass Electric Fighting Bug,658,59,greninja,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/658.png,water dark,greninja
778,Torrent,Greninja,88.2,Greninja,Fairy Grass Electric Fighting Bug,658,59,greninja,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/658.png,water dark,greninja
779,Cheek PouchPickup,Bunnelby,11,Bunnelby,Fighting,659,16,bunnelby,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/659.png,normal,bunnelby
780,Cheek PouchPickup,Diggersby,93.5,Diggersby,Water Grass Ice Fighting,660,39,diggersby,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/660.png,normal ground,diggersby
781,Big Pecks,Fletchling,3.7,Fletchling,Ice Electric Rock,661,12,fletchling,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/661.png,normal flying,fletchling
782,Flame Body,Fletchinder,35.3,Fletchinder,Water Rock Electric,662,28,fletchinder,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/662.png,fire flying,fletchinder
783,Flame Body,Talonflame,54,Talonflame,Water Rock Electric,663,47,talonflame,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/663.png,fire flying,talonflame
784,Compound EyesShield Dust,Scatterbug,5.5,Scatterbug,Fire Flying Rock,664,12,scatterbug,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/664.png,bug,scatterbug
785,Shed Skin,Spewpa,18.5,Spewpa,Fire Flying Rock,665,12,spewpa,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/665.png,bug,spewpa
786,Compound EyesShield Dust,Vivillon,37.5,Vivillon,Fire Flying Electric Ice Rock,666,47,vivillon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/666.png,bug flying,vivillon
787,RivalryUnnerve,Litleo,29.8,Litleo,Rock Water Fighting Ground,667,24,litleo,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/667.png,fire normal,litleo
788,RivalryUnnerve,Pyroar,179.7,Pyroar,Water Rock Fighting Ground,668,59,pyroar,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/668.png,fire normal,pyroar
789,RivalryUnnerve,Pyroar,179.7,Pyroar,Water Rock Fighting Ground,668,59,pyroar,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/668.png,fire normal,pyroar
790,Flower Veil,Flabébé,0.2,Flabébé,Steel Poison,669,4,flabebe,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/669.png,fairy,flabebe
791,Flower Veil,Floette,2,Floette,Steel Poison,670,8,floette,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/670.png,fairy,floette
792,Flower Veil,Florges,22,Florges,Steel Poison,671,43,florges,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/671.png,fairy,florges
793,Sap Sipper,Skiddo,68.3,Skiddo,Fire Flying Poison Ice Bug,672,35,skiddo,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/672.png,grass,skiddo
794,Sap Sipper,Gogoat,200.6,Gogoat,Fire Flying Poison Ice Bug,673,67,gogoat,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/673.png,grass,gogoat
795,Iron FistMold Breaker,Pancham,17.6,Pancham,Psychic Flying Fairy,674,24,pancham,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/674.png,fighting,pancham
796,Iron FistMold Breaker,Pangoro,299.8,Pangoro,Flying Fairy Fighting,675,83,pangoro,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/675.png,fighting dark,pangoro
797,Fur Coat,Furfrou,61.7,Furfrou,Fighting,676,47,furfrou,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/676.png,normal,furfrou
798,Fur Coat,Furfrou,61.7,Furfrou,Fighting,676,47,furfrou,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/676.png,normal,furfrou
799,Fur Coat,Furfrou,61.7,Furfrou,Fighting,676,47,furfrou,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/676.png,normal,furfrou
800,Fur Coat,Furfrou,61.7,Furfrou,Fighting,676,47,furfrou,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/676.png,normal,furfrou
801,InfiltratorKeen Eye,Espurr,7.7,Espurr,Ghost Dark Bug,677,12,espurr,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/677.png,psychic,espurr
802,InfiltratorKeen Eye,Meowstic,18.7,Meowstic,Ghost Dark Bug,678,24,meowstic,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/678.png,psychic,meowstic
803,InfiltratorKeen Eye,Meowstic,18.7,Meowstic,Ghost Dark Bug,678,24,meowstic,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/678.png,psychic,meowstic
804,No Guard,Honedge,4.4,Honedge,Fire Ghost Dark Ground,679,31,honedge,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/679.png,steel ghost,honedge
805,No Guard,Doublade,9.9,Doublade,Fire Ghost Dark Ground,680,31,doublade,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/680.png,steel ghost,doublade
806,Stance Change,Aegislash,116.8,Aegislash,Fire Ghost Dark Ground,681,67,aegislash,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/681.png,steel ghost,aegislash
807,Stance Change,Aegislash,116.8,Aegislash,Fire Ghost Dark Ground,681,67,aegislash,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/681.png,steel ghost,aegislash
808,Healer,Spritzee,1.1,Spritzee,Steel Poison,682,8,spritzee,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/682.png,fairy,spritzee
809,Healer,Aromatisse,34.2,Aromatisse,Steel Poison,683,31,aromatisse,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/683.png,fairy,aromatisse
810,Sweet Veil,Swirlix,7.7,Swirlix,Steel Poison,684,16,swirlix,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/684.png,fairy,swirlix
811,Sweet Veil,Slurpuff,11,Slurpuff,Steel Poison,685,31,slurpuff,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/685.png,fairy,slurpuff
812,ContrarySuction Cups,Inkay,7.7,Inkay,Fairy Bug,686,16,inkay,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/686.png,dark psychic,inkay
813,ContrarySuction Cups,Malamar,103.6,Malamar,Fairy Bug,687,59,malamar,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/687.png,dark psychic,malamar
814,SniperTough Claws,Binacle,68.3,Binacle,Electric Fighting Grass Ground,688,20,binacle,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/688.png,rock water,binacle
815,SniperTough Claws,Barbaracle,211.6,Barbaracle,Electric Fighting Grass Ground,689,51,barbaracle,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/689.png,rock water,barbaracle
816,Poison PointPoison Touch,Skrelp,16.1,Skrelp,Psychic Electric Ground,690,20,skrelp,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/690.png,poison water,skrelp
817,Poison PointPoison Touch,Dragalge,179.7,Dragalge,Psychic Dragon Ice Ground,691,71,dragalge,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/691.png,poison dragon,dragalge
818,Mega Launcher,Clauncher,18.3,Clauncher,Grass Electric,692,20,clauncher,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/692.png,water,clauncher
819,Mega Launcher,Clawitzer,77.8,Clawitzer,Grass Electric,693,51,clawitzer,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/693.png,water,clawitzer
820,Dry SkinSand Veil,Helioptile,13.2,Helioptile,Fighting Ground,694,20,helioptile,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/694.png,electric normal,helioptile
821,Dry SkinSand Veil,Heliolisk,46.3,Heliolisk,Fighting Ground,695,39,heliolisk,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/695.png,electric normal,heliolisk
822,Strong Jaw,Tyrunt,57.3,Tyrunt,Steel Ice Dragon Fighting Fairy Ground,696,31,tyrunt,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/696.png,rock dragon,tyrunt
823,Strong Jaw,Tyrantrum,595.2,Tyrantrum,Steel Ice Dragon Fighting Fairy Ground,697,98,tyrantrum,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/697.png,rock dragon,tyrantrum
824,Refrigerate,Amaura,55.6,Amaura,Steel Fighting Water Rock Grass Ground,698,51,amaura,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/698.png,rock ice,amaura
825,Refrigerate,Aurorus,496,Aurorus,Steel Fighting Water Rock Grass Ground,699,106,aurorus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/699.png,rock ice,aurorus
826,Cute Charm,Sylveon,51.8,Sylveon,Steel Poison,700,39,sylveon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/700.png,fairy,sylveon
827,LimberUnburden,Hawlucha,47.4,Hawlucha,Electric Psychic Flying Ice Fairy,701,31,hawlucha,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/701.png,fighting flying,hawlucha
828,Cheek PouchPickup,Dedenne,4.9,Dedenne,Poison Ground,702,8,dedenne,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/702.png,electric fairy,dedenne
829,Clear Body,Carbink,12.6,Carbink,Steel Water Grass Ground,703,12,carbink,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/703.png,rock fairy,carbink
830,HydrationSap Sipper,Goomy,6.2,Goomy,Fairy Ice Dragon,704,12,goomy,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/704.png,dragon,goomy
831,HydrationSap Sipper,Sliggoo,38.6,Sliggoo,Fairy Ice Dragon,705,31,sliggoo,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/705.png,dragon,sliggoo
832,HydrationSap Sipper,Goodra,331.8,Goodra,Fairy Ice Dragon,706,79,goodra,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/706.png,dragon,goodra
833,Prankster,Klefki,6.6,Klefki,Fire Ground,707,8,klefki,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/707.png,steel fairy,klefki
834,FriskNatural Cure,Phantump,15.4,Phantump,Ghost Fire Flying Dark Ice,708,16,phantump,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/708.png,ghost grass,phantump
835,FriskNatural Cure,Trevenant,156.5,Trevenant,Ghost Fire Flying Dark Ice,709,59,trevenant,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/709.png,ghost grass,trevenant
836,FriskPickup,Pumpkaboo,33.1,Pumpkaboo,Ghost Fire Flying Dark Ice,710,31,pumpkaboo,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/710.png,ghost grass,pumpkaboo
837,FriskPickup,Pumpkaboo,16.5,Pumpkaboo,Ghost Fire Flying Dark Ice,710,20,pumpkaboo,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/710.png,ghost grass,pumpkaboo
838,FriskPickup,Pumpkaboo,7.7,Pumpkaboo,Ghost Fire Flying Dark Ice,710,12,pumpkaboo,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/710.png,ghost grass,pumpkaboo
839,FriskPickup,Pumpkaboo,11,Pumpkaboo,Ghost Fire Flying Dark Ice,710,16,pumpkaboo,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/710.png,ghost grass,pumpkaboo
840,FriskPickup,Gourgeist,86,Gourgeist,Ghost Fire Flying Dark Ice,711,67,gourgeist,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/711.png,ghost grass,gourgeist
841,FriskPickup,Gourgeist,30.9,Gourgeist,Ghost Fire Flying Dark Ice,711,43,gourgeist,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/711.png,ghost grass,gourgeist
842,FriskPickup,Gourgeist,20.9,Gourgeist,Ghost Fire Flying Dark Ice,711,28,gourgeist,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/711.png,ghost grass,gourgeist
843,FriskPickup,Gourgeist,27.6,Gourgeist,Ghost Fire Flying Dark Ice,711,35,gourgeist,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/711.png,ghost grass,gourgeist
844,Ice BodyOwn Tempo,Bergmite,219.4,Bergmite,Fire Steel Fighting Rock,712,39,bergmite,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/712.png,ice,bergmite
845,Ice BodyOwn Tempo,Avalugg,1113.3,Avalugg,Fire Steel Fighting Rock,713,79,avalugg,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/713.png,ice,avalugg
846,FriskInfiltrator,Noibat,17.6,Noibat,Ice Rock Fairy Dragon,714,20,noibat,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/714.png,flying dragon,noibat
847,FriskInfiltrator,Noivern,187.4,Noivern,Fairy Dragon Ice Rock,715,59,noivern,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/715.png,flying dragon,noivern
848,Fairy Aura,Xerneas,474,Xerneas,Steel Poison,716,118,xerneas,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/716.png,fairy,xerneas
849,Dark Aura,Yveltal,447.5,Yveltal,Electric Ice Rock Fairy,717,228,yveltal,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/717.png,dark flying,yveltal
850,Power Construct,Zygarde,1344.8,Zygarde,Fairy Ice Dragon,718,177,zygarde,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/718.png,dragon ground,zygarde
851,Aura BreakPower Construct,Zygarde,73.9,Zygarde,Fairy Ice Dragon,718,47,zygarde,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/718.png,dragon ground,zygarde
852,Aura Break,Zygarde,672.4,Zygarde,Fairy Ice Dragon,718,197,zygarde,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/718.png,dragon ground,zygarde
853,Magic Bounce,Diancie,61.3,Diancie,Steel Water Grass Ground,719,43,diancie,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/719.png,rock fairy,diancie
854,Clear Body,Diancie,19.4,Diancie,Steel Water Grass Ground,719,28,diancie,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/719.png,rock fairy,diancie
855,Magician,Hoopa,1080.3,Hoopa,Fairy Bug,720,256,hoopa,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/720.png,psychic dark,hoopa
856,Magician,Hoopa,19.8,Hoopa,Ghost Dark,720,20,hoopa,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/720.png,psychic ghost,hoopa
857,Water Absorb,Volcanion,429.9,Volcanion,Ground Electric Rock,721,67,volcanion,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/721.png,fire water,volcanion
858,Overgrow,Rowlet,3.3,Rowlet,Fire Flying Ice Poison Rock,722,12,rowlet,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/722.png,grass flying,rowlet
859,Overgrow,Dartrix,35.3,Dartrix,Fire Flying Ice Poison Rock,723,28,dartrix,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/723.png,grass flying,dartrix
860,Overgrow,Decidueye,80.7,Decidueye,Ghost Fire Flying Dark Ice,724,63,decidueye,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/724.png,grass ghost,decidueye
861,Blaze,Litten,9.5,Litten,Water Ground Rock,725,16,litten,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/725.png,fire,litten
862,Blaze,Torracat,55.1,Torracat,Water Ground Rock,726,28,torracat,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/726.png,fire,torracat
863,Blaze,Incineroar,183,Incineroar,Water Ground Fighting Rock,727,71,incineroar,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/727.png,fire dark,incineroar
864,Torrent,Popplio,16.5,Popplio,Grass Electric,728,16,popplio,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/728.png,water,popplio
865,Torrent,Brionne,38.6,Brionne,Grass Electric,729,24,brionne,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/729.png,water,brionne
866,Torrent,Primarina,97,Primarina,Grass Electric Poison,730,71,primarina,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/730.png,water fairy,primarina
867,Keen EyeSkill Link,Pikipek,2.6,Pikipek,Electric Ice Rock,731,12,pikipek,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/731.png,normal flying,pikipek
868,Keen EyeSkill Link,Trumbeak,32.6,Trumbeak,Electric Ice Rock,732,24,trumbeak,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/732.png,normal flying,trumbeak
869,Keen EyeSkill Link,Toucannon,57.3,Toucannon,Electric Ice Rock,733,43,toucannon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/733.png,normal flying,toucannon
870,StakeoutStrong Jaw,Yungoos,13.2,Yungoos,Fighting,734,16,yungoos,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/734.png,normal,yungoos
871,StakeoutStrong Jaw,Gumshoos,31.3,Gumshoos,Fighting,735,28,gumshoos,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/735.png,normal,gumshoos
872,Swarm,Grubbin,9.7,Grubbin,Fire Flying Rock,736,16,grubbin,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/736.png,bug,grubbin
873,Battery,Charjabug,23.1,Charjabug,Fire Rock,737,20,charjabug,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/737.png,bug electric,charjabug
874,Levitate,Vikavolt,99.2,Vikavolt,Fire Rock,738,59,vikavolt,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/738.png,bug electric,vikavolt
875,Hyper CutterIron Fist,Crabrawler,15.4,Crabrawler,Psychic Flying Fairy,739,24,crabrawler,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/739.png,fighting,crabrawler
876,Hyper CutterIron Fist,Crabominable,396.8,Crabominable,Steel Fire Psychic Flying Fighting Fairy,740,67,crabominable,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/740.png,fighting ice,crabominable
877,Dancer,Oricorio,7.5,Oricorio,Ghost Dark Electric Ice Rock,741,24,oricorio,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/741.png,ghost flying,oricorio
878,Dancer,Oricorio,7.5,Oricorio,Ghost Dark Electric Ice Rock,741,24,oricorio,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/741.png,psychic flying,oricorio
879,Dancer,Oricorio,7.5,Oricorio,Ice Rock,741,24,oricorio,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/741.png,electric flying,oricorio
880,Dancer,Oricorio,7.5,Oricorio,Water Electric Rock,741,24,oricorio,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/741.png,fire flying,oricorio
881,Honey GatherShield Dust,Cutiefly,0.4,Cutiefly,Fire Steel Flying Poison Rock,742,4,cutiefly,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/742.png,bug fairy,cutiefly
882,Honey GatherShield Dust,Ribombee,1.1,Ribombee,Fire Steel Flying Poison Rock,743,8,ribombee,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/743.png,bug fairy,ribombee
883,Keen EyeVital Spirit,Rockruff,20.3,Rockruff,Water Steel Grass Fighting Ground,744,20,rockruff,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/744.png,rock,rockruff
884,Keen EyeVital Spirit,Lycanroc,55.1,Lycanroc,Water Steel Grass Fighting Ground,745,43,lycanroc,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/745.png,rock,lycanroc
885,Keen EyeSand Rush,Lycanroc,55.1,Lycanroc,Water Steel Grass Fighting Ground,745,31,lycanroc,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/745.png,rock,lycanroc
886,Schooling,Wishiwashi,173.3,Wishiwashi,Grass Electric,746,323,wishiwashi,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/746.png,water,wishiwashi
887,Schooling,Wishiwashi,0.7,Wishiwashi,Grass Electric,746,8,wishiwashi,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/746.png,water,wishiwashi
888,LimberMerciless,Mareanie,17.6,Mareanie,Psychic Electric Ground,747,16,mareanie,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/747.png,poison water,mareanie
889,LimberMerciless,Toxapex,32,Toxapex,Psychic Electric Ground,748,28,toxapex,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/748.png,poison water,toxapex
890,Own TempoStamina,Mudbray,242.5,Mudbray,Water Grass Ice,749,39,mudbray,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/749.png,ground,mudbray
891,Own TempoStamina,Mudsdale,2028.3,Mudsdale,Water Grass Ice,750,98,mudsdale,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/750.png,ground,mudsdale
892,Water Bubble,Dewpider,8.8,Dewpider,Flying Electric Rock,751,12,dewpider,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/751.png,water bug,dewpider
893,Water Bubble,Araquanid,180.8,Araquanid,Flying Electric Rock,752,71,araquanid,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/752.png,water bug,araquanid
894,Leaf Guard,Fomantis,3.3,Fomantis,Fire Flying Ice Poison Bug,753,12,fomantis,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/753.png,grass,fomantis
895,Leaf Guard,Lurantis,40.8,Lurantis,Fire Flying Ice Poison Bug,754,35,lurantis,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/754.png,grass,lurantis
896,Effect SporeIlluminate,Morelull,3.3,Morelull,Steel Fire Flying Ice Poison,755,8,morelull,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/755.png,grass fairy,morelull
897,Effect SporeIlluminate,Shiinotic,25.4,Shiinotic,Steel Fire Flying Ice Poison,756,39,shiinotic,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/756.png,grass fairy,shiinotic
898,Corrosion,Salandit,10.6,Salandit,Water Psychic Ground Rock,757,24,salandit,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/757.png,poison fire,salandit
899,Corrosion,Salazzle,48.9,Salazzle,Water Psychic Ground Rock,758,47,salazzle,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/758.png,poison fire,salazzle
900,FluffyKlutz,Stufful,15,Stufful,Psychic Flying Fairy Fighting,759,20,stufful,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/759.png,normal fighting,stufful
